POSTED_BY;UNDER_CONSTRUCTION;RERA;BHK_NO.;BHK_OR_RK;SQUARE_FT;READY_TO_MOVE;RESALE;ADDRESS;LONGITUDE;LATITUDE;TARGET(PRICE_IN_LACS)
Dealer;0;1;2;BHK;1.142.041.399;1;1;Balewadi,Pune;18.097.689.000.000.000;74.735.239;96.0
Owner;0;0;2;BHK;13.252.731.919.999.900;1;1;Stadium Road,Bareilly;1.306.283;80.279.239;57.0
Dealer;1;0;2;BHK;1.149.987.766;0;1;Zirakpur,Mohali;30.65;76.82;47.0
Dealer;0;0;3;BHK;2.292.117.662;1;1;Sector-67 Gurgaon,Gurgaon;28.378.021;77.063.066;180.0
Dealer;1;1;1;BHK;437.552.775;0;0;Mira Road,Maharashtra;19.283.359;72.864.964;57.0
Dealer;1;1;1;BHK;7.250.042.151;0;1;Dronagiri,Maharashtra;18.96;72.82;43.0
Dealer;1;1;1;BHK;43.664.308.789.999.900;0;1;Tilak nagar,Maharashtra;19.068.492.000.000.000;72.898.896;100.0
Dealer;1;1;2;BHK;9.437.919.463;0;1;Kanjur Marg (East),Lalitpur;24.690.279.999.999.900;7.841.889;180.0
Owner;0;0;2;BHK;6.000.600.059.999.990;1;1;Ramavarappadu,Vijayawada;16.531.879;80.670.951;20.0
Dealer;0;0;3;BHK;1.700.051.741;1;1;Sector-10A Airoli,Mumbai;19.155.552;72.997.112;230.0
Owner;0;0;2;BHK;1000.0;1;1;Bicholim,Goa;15.6;73.95;35.0
Dealer;0;0;1;BHK;6.400.310.318;1;1;Sector 19 Kamothe,Mumbai;19.049.989;73.077.321;49.5
Owner;0;0;2;BHK;7.630.751.642.999.990;1;1;Dum Dum Cantt.,Kolkata;22.648.322;884.431.525;26.7
Owner;0;0;1;BHK;5.741.387.917.999.990;1;1;Wagholi,Pune;185.823;73.983;23.0
Dealer;1;0;2;BHK;1000.0;0;1;Madhurawada,Visakhapatnam;17.815.234;8.335.818;36.0
Owner;0;0;3;BHK;1.300.294.406;1;1;Aluva,Gandhinagar;23.349.848;72.710.497;53.0
Dealer;1;1;2;BHK;4.349.876.223;0;1;Hedutane,Mumbai;1.896.667;7.283.333;36.9
Dealer;1;1;2;BHK;50.592.656.839.999.900;0;0;Kanjur marg (west),Maharashtra;18.96;72.82;140.0
Dealer;0;0;2;BHK;9.753.242.953;1;1;Kalwa,Mumbai;27.001.619;33.906.425;100.0
Dealer;0;0;2;BHK;925.008.259;1;1;Mira Road,Maharashtra;19.283.359;72.864.964;84.0
Dealer;0;0;1;BHK;6.000.303.812.999.990;1;1;Kandivali (East),Mumbai;191.955;728.728;79.0
Builder;1;0;3;BHK;2.111.111.111;0;0;3rd Phase JP Nagar,Bangalore;35.578.524;139.554.449;190.0
Owner;0;0;2;BHK;1.370.238.421;1;1;Kadugodi,Bangalore;12.995.285;77.766.797;50.0
Owner;0;0;2;BHK;80645161.29;1;1;Lakkasandra,Bangalore;12.795.926;77.331.535;25000.0
Dealer;0;1;2;BHK;10.201.268.269.999.900;1;1;Mira Road,Lalitpur;19.283.359;72.864.964;74.0
Dealer;0;0;3;BHK;15.271.061.339.999.900;1;1;Akshaya Nagar,Bangalore;1.296.991;7.759.796;120.0
Owner;0;1;1;BHK;7.530.120.482.000.000;1;1;Sarjapura - Attibele Road,Bangalore;12.86;77.786;30.0
Dealer;0;1;2;BHK;1.172.969.188;1;1;NIBM,Pune;18.475.864;7.389.000.899.999.990;67.0
Owner;0;0;2;BHK;6.200.177.147.999.990;1;1;Chandapura Anekel Road,Bangalore;12.801.989;7.770.325;35.0
Dealer;1;0;2;BHK;1000.0;0;1;Sheela Nagar,Visakhapatnam;17.7;83.25;47.5
Dealer;0;1;3;BHK;1.885.014.138;1;1;Zirakpur,Chandigarh;30.662.283.000.000.000;76.822.397;80.0
Owner;0;0;2;BHK;1.149.802.891;1;1;Rama Nagar,Nagpur;20.827.684;79.019.504;35.0
Dealer;0;0;2;BHK;1.121.828.476;1;1;Vijayanagar,Mysore;12.327.102;7.658.644.100.000.000;53.5
Dealer;0;1;2;BHK;1.063.733.615;1;1;Sus,Pune;18.539.812;73.737.678;70.6
Dealer;0;1;2;BHK;1.385.176.185;1;1;Zirakpur,Chandigarh;30.662.283.000.000.000;76.822.397;57.0
Owner;0;0;1;BHK;46.511.627.910.000.000;1;1;Betegaon,Palghar;197.833;727.833;13.0
Dealer;0;0;3;BHK;1.299.949.132;1;1;Mulund (West),Maharashtra;191.759;729.522;230.0
Dealer;1;0;2;BHK;910.023.948;0;1;Aganampudi,Visakhapatnam;17.688.979.999.999.900;8.312.689;26.6
Builder;1;1;2;BHK;1.100.052.383;0;0;Bhayli,Vadodara;22.288.976;73.128.222;21.0
Dealer;0;1;4;BHK;2.742.098.427;1;1;Sector-81 Gurgaon,Gurgaon;28.388.225;76.946.376;190.0
Owner;0;0;3;BHK;9.922.480.619.999.990;1;1;Satara Parisar,Aurangabad;19.848.360.999.999.900;7.530.646.899.999.990;32.0
Owner;0;0;4;BHK;14.503.532.910.000.000;1;1;Murickassery,Idukki;9.85;769.667;39.0
Owner;0;1;1;BHK;6.610.576.923;1;1;Balagere,Bangalore;12.936.869.999.999.900;77.720.248;49.5
Owner;0;0;3;BHK;13.900.955.689.999.900;1;1;Saraidhela,Dhanbad;23.820.610.000.000.000;86.453.351;32.0
Dealer;0;0;4;BHK;2.199.874.293;1;1;Thane West,Maharashtra;19.18;7.296.333;280.0
Owner;1;1;3;BHK;18.200.202.219.999.900;0;1;Sector-128 Noida,Noida;28.522.931;77.357.078;90.0
Owner;0;0;2;BHK;1.115.241.636;1;1;Nagavarapalya,Bangalore;1.296.991;7.759.796;48.0
Owner;0;0;3;BHK;1.382.361.073;1;1;Doddathoguru,Bangalore;12.843.566.000.000.000;77.652.108;50.0
Dealer;1;1;3;BHK;8.747.949.699;0;1;kavesar,Lalitpur;24.690.279.999.999.900;7.841.889;160.0
Owner;0;0;3;BHK;1.350.438.893;1;1;Pratap Nagar,Jaipur;26.807.408.000.000.000;7.583.865.899.999.990;40.0
Dealer;0;1;2;BHK;8.784.928.027.000.000;1;1;Dhanori,Pune;18.578.765;73.890.693;41.5
Dealer;0;1;3;BHK;180.102.916;1;1;Sector-125 Mohali,Mohali;30.751.176;76.668.359;42.0
Owner;0;0;2;BHK;800.0;1;1;Dehrakhas,Dehradun;30.33;78.06;35.0
Owner;0;0;2;BHK;1.080.108.011;1;1;Madhyamgram,Kolkata;22.7;88.45;48.0
Owner;0;0;1;BHK;6.390.977.444;1;1;Dighi,Pune;19.524.064.000.000.000;75.057.956;34.0
Dealer;0;1;3;BHK;10.723.273.880.000.000;1;1;Worli,Lalitpur;190.167;728.167;490.0
Owner;0;1;3;BHK;18.551.015.289.999.900;1;1;Zirakpur,Chandigarh;30.662.283.000.000.000;76.822.397;74.0
Owner;0;1;2;BHK;9.029.868.025.000.000;1;1;Sector-134 Noida,Noida;285.041;77.381.557;39.0
Dealer;0;1;3;BHK;1.966.122.202;1;1;Zirakpur,Chandigarh;30.662.283.000.000.000;76.822.397;65.0
Dealer;0;1;3;BHK;1.412.250.079;1;1;Sector-134 Noida,Noida;285.041;77.381.557;44.5
Dealer;1;1;2;BHK;6.610.671.937.000.000;0;0;Anjurdive,Mumbai;1.896.667;7.283.333;66.9
Owner;0;0;3;BHK;9.000.473.708.999.990;1;1;Modi Khana,Solapur;17.683.329.999.999.900;7.591.667;38.0
Owner;0;0;2;BHK;7.749.753.417.000.000;1;1;Behind M.J.College,Jalgaon;2.101.667;7.556.667;55.0
Dealer;0;0;3;BHK;1.690.238.013;1;1;Hennur,Bangalore;1.296.991;7.759.796;98.0
Dealer;0;1;1;BHK;6.500.314.531;1;1;Sector-6 Kharghar,Lalitpur;19.043.302;73.061.357;62.0
Owner;0;0;1;BHK;5.401.755.571;1;1;Kammasandra,Bangalore;12.863.491.999.999.900;7.774.143.000.000.000;16.0
Owner;0;0;3;BHK;7.610.350.076.000.000;1;1;Arera Colony,Bhopal;2.321.118;7.743.290.999.999.990;40.0
Dealer;0;1;3;BHK;16.609.173.369.999.900;1;1;Malad (East),Mumbai;191.758;728.643;260.0
Owner;0;0;1;BHK;7.902.015.014;1;1;Gidc,Vapi;20.366.670.000.000.000;72.9;20.0
Dealer;0;0;2;BHK;124.947.224;1;1;Rajarajeshwari Nagar 5th Stage,Bangalore;12.919.423;77.522.774;94.7
Dealer;0;0;3;BHK;14.594.989.050.000.000;1;1;Sector-8 Kharghar,Lalitpur;19.030.317.999.999.900;73.070.892;180.0
Owner;0;0;2;BHK;9.300.833.867.999.990;1;1;Katargam,Surat;21.232.813;72.832.454;29.0
Dealer;0;0;3;BHK;1.790.111.764;1;1;Sector-81 Gurgaon,Gurgaon;28.388.225;76.946.376;94.5
Dealer;0;0;3;BHK;2.090.106.828;1;1;Whitefield,Bangalore;129.958.935;77.761.394;180.0
Dealer;0;0;3;BHK;153.256.705;1;1;Varthur,Bangalore;129.407;777.466;100.0
Dealer;0;0;4;BHK;2.800.074.669;1;1;Action area 1A,Kolkata;22.582.439;88.451.577;150.0
Dealer;1;1;2;BHK;145.971.195;0;0;Sector-62 Gurgaon,Gurgaon;28.407.632;77.084.393;150.0
Dealer;0;0;1;BHK;7.211.197.732;1;1;Budigere,Bangalore;13.141.581;77.749.756;40.7
Dealer;0;1;3;BHK;1.595.150.742;1;1;Thanisandra,Bangalore;13.055.985;77.622.157;100.0
Owner;0;1;4;BHK;27.203.482.050.000.000;1;1;Sector-79 Noida,Noida;28.558.047;77.392.752;200.0
Dealer;0;0;3;BHK;2.560.106.857;1;1;7th Phase JP Nagar,Bangalore;35.0;136.0;230.0
Dealer;0;0;1;BHK;550.017.188;1;1;Kondhwa,Pune;1.852.361;7.384.778;32.0
Dealer;0;0;3;BHK;18.811.552.510.000.000;1;1;VHBCS Layout,Bangalore;1.296.991;7.759.796;170.0
Dealer;0;1;2;BHK;9.299.342.633;1;0;Wakad,Maharashtra;185.993;737.625;58.0
Dealer;0;0;2;BHK;1.110.045.916;1;1;Gokuldham Colony,Lalitpur;24.690.279.999.999.900;7.841.889;220.0
Owner;0;0;1;BHK;6.499.837.504;1;1;Rajendra Nagar,Kolhapur;16.669.532;74.239.028;40.0
Dealer;0;1;2;BHK;7.500.340.924.999.990;1;1;Shantivan Complex Colony,Lalitpur;24.690.279.999.999.900;7.841.889;110.0
Dealer;1;1;3;BHK;17.054.772.059.999.900;0;1;Zirakpur,Chandigarh;30.662.283.000.000.000;76.822.397;52.0
Owner;0;0;2;BHK;942.951.438;1;1;electronic city,Bangalore;128.458;776.727;40.0
Builder;0;0;2;BHK;6.093.189.964;1;0;Bakultala,Kolkata;2.254.111;8.833.778.000.000.000;17.0
Owner;0;0;3;BHK;1.890.359.168;1;1;Citylight Area,Surat;21.17;72.83;80.0
Dealer;0;1;1;BHK;6.650.281.914;1;1;Sector-19 Taloja,Lalitpur;28.574.129;77.322.873;46.0
Owner;0;0;3;BHK;1.510.003.775;1;1;Sunpharma,Vadodara;22.3;73.2;40.0
Owner;0;0;3;BHK;1000.0;1;1;Jhotwara,Jaipur;26.955.346.000.000.000;7.573.479.300.000.000;30.0
Owner;0;0;3;BHK;1.302.378.256;1;1;Junwani,Durg;20.860.239;81.285.753;23.0
Owner;0;0;3;BHK;17.001.229;1;1;nani mehtawad,Valsad;20.633.329.999.999.900;7.293.333;41.5
Dealer;0;1;3;BHK;1.548.843.899;1;1;Shan Boga Colony,Bangalore;1.296.991;7.759.796;140.0
Dealer;0;1;1;BHK;5.672.131.147.999.990;1;1;Mahim,Palghar;196.394;727.256;17.3
Dealer;0;1;4;BHK;2.388.059.701;1;0;Sector-81 Gurgaon,Gurgaon;28.388.225;76.946.376;160.0
Builder;1;1;1;BHK;2.367.547.279;0;0;Karjat,Maharashtra;18.55;75.0;16.4
Owner;0;0;3;BHK;15.714.285.710.000.000;1;1;BTM 2nd Stage,Bangalore;1.296.991;7.759.796;110.0
Dealer;0;0;3;BHK;1.745.200.698;1;1;Undri,Pune;18.452.663;7.393.104;120.0
Owner;0;0;3;BHK;18.502.943.649.999.900;1;1;Sector-110 Mohali,Mohali;30.667.746;76.669.156;66.0
Owner;1;0;1;BHK;5.250.875.146.000.000;0;1;Shivdaspura,Jaipur;26.718.759.999.999.900;75.900.748;18.0
Dealer;0;0;3;BHK;1.240.079.365;1;1;Action Area II,Kolkata;2.254.111;8.833.778.000.000.000;75.0
Owner;0;0;2;BHK;1.015.499.733;1;1;New Rani Bagh,Indore;22.670.686;75.876.274;19.0
Dealer;0;0;1;BHK;5.600.068.924;1;1;Bhakti Park,Lalitpur;1.902.767;7.288.001;130.0
Dealer;0;0;2;BHK;1.066.666.667;1;1;Chembur (East),Maharashtra;1.905.871;7.289.969;180.0
Dealer;0;0;2;BHK;1.116.569.897;1;1;Kharghar,Mumbai;19.038.204.999.999.900;7.306.612;100.0
Dealer;0;0;8;BHK;1600.0;1;1;Banaswadi,Bangalore;13.008.071.000.000.000;7.765.129.499.999.990;450.0
Dealer;1;0;3;BHK;2.142.857.143;0;1;Machkhowa,Guwahati;26.178.373.999.999.900;9.173.698.900.000.000;150.0
Dealer;0;1;3;BHK;1.652.619.402;1;1;Sector-79 Noida,Noida;28.558.047;77.392.752;100.0
Owner;0;0;3;BHK;16.219.723.179.999.900;1;1;Sancoale,Goa;15.37;73.9;75.0
Owner;0;0;3;BHK;18.751.674.260.000.000;1;1;Bapu Nagar,Jaipur;26.889.691;75.809.058;140.0
Dealer;0;0;2;BHK;11.351.267.300.000.000;1;1;Ahinsa Khand 1,Ghaziabad;289.196;768.972;73.0
Builder;1;0;3;BHK;10.285.714.289.999.900;0;0;Joka,Kolkata;22.452.032;88.298.947;36.0
Dealer;0;0;5;BHK;23.080.270.149.999.900;1;1;Lokhandwala Andheri West,Maharashtra;19.137.628;72.824.162;1220.0
Dealer;0;0;4;BHK;2720.0;1;1;Hiremath Layout,Bangalore;1.296.991;7.759.796;170.0
Dealer;0;1;3;BHK;18.221.258.129.999.900;1;1;Binny Pete,Bangalore;1.296.991;7.759.796;210.0
Owner;0;1;3;BHK;12.550.607.289.999.900;1;1;Noida Extension,Noida;28.579.003.999.999.900;77.431.173;46.5
Owner;1;1;1;BHK;1.614.639.397;0;1;Nandore,Palghar;19.737.778;7.279.534;13.5
Owner;0;1;3;BHK;2.099.002.974;1;1;Sector-75 Noida,Noida;28.576.117;77.382.136;120.0
Owner;0;0;2;BHK;8.951.707.892.000.000;1;1;Maheshtala,Kolkata;22.486.821;88.233.267;38.0
Owner;0;0;2;BHK;1500.0;1;1;Rustam Bagh Layout,Bangalore;1.296.991;7.759.796;75.0
Owner;0;0;2;BHK;8.731.506.185.000.000;1;1;Sodepur,Kolkata;2.269.995;88.390.833;36.0
Dealer;0;0;2;BHK;1.150.202.977;1;1;Dohra Road,Bareilly;28.364;79.415;42.5
Dealer;0;0;2;BHK;9.631.849.315;1;1;Rajarhat,Kolkata;2.254.111;8.833.778.000.000.000;45.0
Owner;0;0;2;BHK;1250.0;1;1;Krishna Nagar,Jamnagar;22.280.279;70.787.991;32.0
Dealer;0;0;3;BHK;26.800.216.570.000.000;1;1;Dasarahalli,Bangalore;1.309.873;7.783.889;99.0
Owner;0;1;2;BHK;1.305.239.605;1;1;Kudasan,Gandhinagar;23.166.495;7.263.429.000.000.000;70.0
Owner;0;0;2;BHK;800.0;1;1;Dakor Road,Nadiad;22.759.319;7.313.726;20.0
Owner;0;0;2;BHK;1.020.942.408;1;1;Doddathoguru,Bangalore;12.843.566.000.000.000;77.652.108;39.0
Owner;0;0;1;BHK;6.471.438.901;1;1;Nanpura,Surat;21.188.860.000.000.000;7.281.418.599.999.990;17.9
Owner;1;0;2;BHK;970.176.069;0;1;Dadi Ka Phatak,Jaipur;26.968.933.000.000.000;75.755.339;27.0
Owner;0;0;2;BHK;1.100.141.044;1;1;Kodigehaali,Bangalore;130.583;775.732;39.0
Dealer;0;0;3;BHK;1500.0;1;1;Sarabhai Campaus, Genda Circle,Vadodara;22.3;73.2;87.0
Owner;1;0;2;BHK;950.0;0;1;Buroshibtalla,Kolkata;2.254.111;8.833.778.000.000.000;57.0
Dealer;0;0;2;BHK;1.106.806.862;1;1;Waghbil,Lalitpur;24.690.279.999.999.900;7.841.889;100.0
Dealer;0;0;1;BHK;6.674.612.634;1;1;Sector-73 Noida,Noida;28.588.021;77.391.359;16.8
Dealer;1;1;1;BHK;4.945.954.799;0;0;Balkum,Maharashtra;19.222.101.000.000.000;72.988.231;60.4
Dealer;1;1;3;BHK;2.082.352.941;0;1;Bicholi Hapsi,Indore;22.727.017;7.593.404.100.000.000;70.8
Owner;0;0;2;BHK;4.802.259.887;1;1;Housing Board Colony, Near District Hospital Korba,Korba;223.458;826.963;8.5
Dealer;0;0;4;BHK;3.410.159.925;1;1;Whitefield,Bangalore;129.958.935;77.761.394;290.0
Owner;0;0;3;BHK;15.602.145.289.999.900;1;1;Delhi Road,Meerut;29.948.560.999.999.900;77.546.486;32.0
Dealer;0;0;4;BHK;18.153.364.629.999.900;1;1;Sector 70 Faridabad,Faridabad;28.340.575;77.348.933;58.0
Owner;0;0;2;BHK;900.0;1;1;Pratap Vihar,Ghaziabad;286.496;77.402.621;36.0
Dealer;0;0;2;BHK;6.757.854.821.000.000;1;1;Anna Nagar West,Chennai;13.086.769;80.191.135;49.9
Owner;0;1;2;BHK;7.534.983.854;1;1;Dayal Bagh,Agra;27.231.058;78.005.424;28.0
Dealer;0;0;3;BHK;1.756.036.375;1;1;Halasur,Bangalore;1.296.991;7.759.796;280.0
Dealer;0;1;2;BHK;1.156.069.364;1;1;Tilak Nagar,Lalitpur;286.396;770.884;150.0
Dealer;0;0;2;BHK;1.441.488.665;1;1;Porvorim,Goa;1.540.194;7.404.333.000.000.000;110.0
Dealer;1;1;3;BHK;7.971.938.776.000.000;0;1;Ghodbunder Road,Lalitpur;24.690.279.999.999.900;7.841.889;150.0
Dealer;1;0;3;BHK;171.009.772;0;1;Zirakpur,Panchkula;30.65;76.82;63.0
Dealer;0;1;2;BHK;1.351.849.576;1;1;Mahalakshmi Puram,Bangalore;1.296.991;7.759.796;110.0
Dealer;0;0;2;BHK;10.500.718.470.000.000;1;1;Kharghar,Mumbai;19.038.204.999.999.900;7.306.612;95.0
Owner;0;0;2;BHK;800.0;1;1;Sambandham Nagar,Chennai;24.090.195;87.990.011;29.0
Dealer;0;1;2;BHK;1.479.532.164;1;1;Kulhan,Dehradun;30.33;78.06;50.6
Dealer;0;1;3;BHK;2.619.047.619;1;1;Mansarovar,Jaipur;268.626;757.633;110.0
Owner;0;0;2;BHK;7.101.086.048;1;1;Deshpriya Nagar,Kolkata;22.674.189.000.000.000;8.838.324;17.0
Owner;0;0;2;BHK;1.060.157.791;1;1;Magadi Road,Bangalore;1.297.494;77.564.159;43.0
Dealer;0;0;4;BHK;2.666.666.667;1;1;Bawadia Kalan,Bhopal;23.176.444;7.744.891.700.000.000;100.0
Owner;0;0;3;BHK;1.620.045.361;1;1;Koramangala,Bangalore;129.259;776.229;150.0
Dealer;0;0;3;BHK;2.448.979.592;1;1;Shivaji Nagar,Bangalore;129.825;776.059;240.0
Dealer;0;1;2;BHK;6.026.406.618;1;1;Manpada,Lalitpur;24.690.279.999.999.900;7.841.889;110.0
Owner;0;0;2;BHK;9.251.228.679;1;1;Abbigere,Bangalore;1.307.667;77.525;32.0
Dealer;1;1;3;BHK;1.422.008.313;0;1;Mulund (West),Maharashtra;191.759;729.522;260.0
Dealer;0;0;1;BHK;7.750.135.627.000.000;1;1;Bhandup (West),Lalitpur;19.147.866;72.932.609;100.0
Owner;0;0;2;BHK;8.001.422.474.999.990;1;1;Annapurna Main Road,Indore;2.690.595;8.397.721.899.999.990;22.5
Dealer;0;0;2;BHK;10.252.654.710.000.000;1;1;Brahmapur,Kolkata;22.459.169;8.836.450.500.000.000;28.0
Dealer;0;0;3;BHK;1.920.355.771;1;1;Jessore Road,Kolkata;2.254.111;8.833.778.000.000.000;95.0
Dealer;1;0;4;BHK;44.005.867.450.000.000;0;1;sector-121 Noida,Noida;28.602.325;7.740.199.399.999.990;330.0
Owner;0;0;1;BHK;5.850.441.442.000.000;1;1;Sadashiv Peth,Pune;18.509.268;73.848.106;55.0
Dealer;1;1;3;BHK;16.502.463.050.000.000;0;1;Zirakpur,Chandigarh;30.662.283.000.000.000;76.822.397;67.0
Dealer;0;1;3;BHK;1.316.183.069;1;1;Malad (West),Lalitpur;191.849;728.347;220.0
Dealer;1;1;3;BHK;1.074.117.647;0;0;Anjurdive,Lalitpur;24.690.279.999.999.900;7.841.889;91.3
Dealer;1;0;2;BHK;1.306.493.758;0;1;Pawai Hiranandani,Mumbai;1.896.667;7.283.333;270.0
Dealer;0;0;3;BHK;1.635.111.876;1;1;Mahmoorganj,Varanasi;25.303.144;82.978.167;95.0
Owner;0;1;2;BHK;12.605.042.019.999.900;1;1;Kharar,Mohali;30.74;76.65;28.5
Dealer;0;1;2;BHK;134.196.861;1;1;Wadala,Maharashtra;19.015.576;7.285.144.100.000.000;230.0
Dealer;1;0;3;BHK;1.333.968.556;0;0;Chinar Park,Kolkata;22.623.598;88.441.186;56.0
Dealer;0;0;2;BHK;11.831.666.089.999.900;1;1;Gorantla,Guntur;16.338;80.439.059;34.3
Dealer;1;1;3;BHK;8.737.380.032;0;0;Marunji,Pune;18.608.399;73.701.287;70.1
Owner;0;0;1;BHK;800.0;1;1;Kodandarampura,Bangalore;1.296.991;7.759.796;70.0
Dealer;0;0;3;BHK;1.756.146.513;1;1;Kanjur Marg (East),Maharashtra;18.96;72.82;280.0
Owner;0;0;2;BHK;1.106.147.628;1;1;Patia,Bhubaneswar;20.353.795;8.582.101.999.999.990;52.0
Owner;1;0;2;BHK;1.170.117.012;0;1;Manewada,Nagpur;21.093.676.000.000.000;79.111.965;39.0
Owner;0;0;2;BHK;1.941.747.573;1;1;Kolathur,Chennai;13.129.470.999.999.900;80.208.888;50.0
Dealer;1;0;2;BHK;827.000.447;0;1;Guduvancheri,Chennai;12.842.686;80.063.733;37.0
Owner;0;0;3;BHK;13.700.648.199.999.900;1;1;Varsova Layout,Bangalore;1.296.991;7.759.796;93.0
Dealer;0;0;2;BHK;9.503.695.882.000.000;1;1;Mansarovar,Jaipur;268.626;757.633;18.0
Owner;0;1;2;BHK;1.265.060.241;1;1;Thanisandra,Bangalore;13.055.985;77.622.157;84.0
Owner;0;0;2;BHK;43.007.053.160.000.000;1;1;Nyay Khand 2,Ghaziabad;289.196;768.972;25.0
Dealer;0;1;4;BHK;3.890.489.914;1;1;Sector 81 Faridabad,Faridabad;28.392.678.999.999.900;77.344.375;270.0
Dealer;0;0;2;BHK;8.481.110.254;1;1;Madurdaha,Kolkata;2.254.111;8.833.778.000.000.000;33.0
Owner;0;0;2;BHK;7.000.350.017.999.990;1;1;Anandapuri,Kolkata;22.242.796;87.779.073;20.0
Owner;0;0;3;BHK;23.179.854.600.000.000;1;1;Kanakapura,Bangalore;12.55;77.417;220.0
Dealer;0;1;3;BHK;1.295.143.213;1;1;Sector-74 Noida,Noida;28.577.672.999.999.900;77.389.781;52.0
Dealer;1;1;2;BHK;880.0;0;0;Vamanjoor,Mangalore;129.153;748.978;30.8
Dealer;1;1;3;BHK;1.575.192.097;0;1;Zirakpur,Chandigarh;30.662.283.000.000.000;76.822.397;57.4
Dealer;1;1;2;BHK;8.154.059.681;0;0;Manjalpur,Vadodara;22.271.214;73.188.827;23.5
Dealer;0;0;2;BHK;1.117.126.407;1;1;Sector 15 Kharghar,Lalitpur;19.040.416;73.078.151;130.0
Owner;0;0;2;BHK;7.501.172.058;1;1;Alkapuri,Vadodara;2.231.055;731.695;32.0
Dealer;1;1;2;BHK;8.100.679.878;0;1;Baner,Pune;18.558.319;7.377.588;56.0
Dealer;0;0;2;BHK;1.125.575.022;1;1;Vashi,Mumbai;42.049.481;-87.681.841;230.0
Dealer;0;0;2;BHK;1.305.057.096;1;1;Kudasan,Gandhinagar;23.166.495;7.263.429.000.000.000;40.0
Dealer;0;1;1;BHK;7.020.007.019.999.990;1;1;Govandi,Lalitpur;190.458;729.128;120.0
Dealer;0;0;3;BHK;1250.0;1;1;Cine wandar mall ,vasant Vihar,Maharashtra;19.043.732.000.000.000;7.290.371.999.999.990;160.0
Dealer;0;0;2;BHK;9.601.396.566.999.990;1;1;Garia,Kolkata;22.403.867;8.847.000.600.000.000;33.0
Dealer;0;0;3;BHK;25.501.333.019.999.900;1;1;Hebbal,Bangalore;13.040.339.999.999.900;77.591.347;220.0
Dealer;0;0;2;BHK;1.296.574.314;1;1;Kanjur Marg (East),Lalitpur;24.690.279.999.999.900;7.841.889;190.0
Builder;1;1;2;BHK;5.913.043.478;0;0;ECR,Chennai;12.931.889;80.252.422;27.2
Owner;0;0;2;BHK;1.049.859.551;1;1;AB Road indore,Indore;2.272.056;7.584.722;29.9
Owner;0;0;2;BHK;6.000.960.154;1;1;Chitrakoot,Jaipur;2.691.667;7.586.667;25.0
Owner;0;0;2;BHK;8.503.401.361;1;1;Dum Dum,Kolkata;22.648.322;884.431.525;20.0
Dealer;0;0;4;BHK;3.302.999.663;1;1;Basavangudi,Bangalore;129.437;775.702;490.0
Dealer;0;0;2;BHK;1.400.070.004;1;1;Ballygunge Circular Road,Kolkata;22.529;88.368;160.0
Dealer;0;1;2;BHK;12.900.664.880.000.000;1;1;kavesar,Mumbai;1.896.667;7.283.333;130.0
Dealer;1;0;3;BHK;1.388.518.024;0;1;Billekahalli,Bangalore;1.290.025;7.760.103.000.000.000;72.8
Owner;0;0;3;BHK;1.300.213.468;1;1;Whitefield,Bangalore;129.958.935;77.761.394;67.0
Owner;0;0;2;BHK;1.100.052.383;1;1;Bhoganhalli,Bangalore;12.924.892.999.999.900;77.700.727;63.0
Dealer;1;1;1;BHK;3.055.023.724;0;0;Naigaon (East),Lalitpur;1.935.269;72.864.824;36.7
Owner;0;1;2;BHK;9.397.693.293;1;1;Misrod,Bhopal;23.160.829.999.999.900;7.746.833.000.000.000;22.0
Dealer;0;1;3;BHK;1.515.151.515;1;1;Sanganer,Jaipur;26.773.189.000.000.000;7.561.191;45.0
Owner;0;0;2;BHK;8.750.280.457.999.990;1;1;Bosepukur,Kolkata;2.254.111;8.833.778.000.000.000;39.0
Owner;0;0;3;BHK;1.150.086.256;1;1;Sahibabad,Ghaziabad;286.711;773.683;60.0
Dealer;0;0;1;BHK;6.700.416.915;1;1;Malad E,Lalitpur;24.690.279.999.999.900;7.841.889;90.0
Dealer;0;0;2;BHK;1.291.231.365;1;1;Sector 10 Kharghar,Lalitpur;19.033.956;73.075.342;110.0
Owner;0;0;2;BHK;1500.0;1;1;Kakani Nagar,Visakhapatnam;17.737.508;83.227.514;150.0
Owner;0;0;2;BHK;10.600.706.710.000.000;1;1;Junnasandra,Bangalore;13.197.683.999.999.900;77.473.155;60.0
Dealer;0;1;3;BHK;1.712.726.032;1;1;Kundli,Sonipat;28.874.383;77.113.251;50.2
Dealer;0;0;3;BHK;1500.0;1;1;Swaroop Nagar,Kanpur;264.725;8.033.111;90.0
Dealer;0;0;3;BHK;1.585.037.248;1;1;Mindspace,Mumbai;19.162.174;73.000.997;300.0
Dealer;0;0;2;BHK;1.049.960.626;1;1;Sector-20B Airoli,Lalitpur;2.838.451;7.731.109.599.999.990;120.0
Owner;0;0;3;BHK;243.201.415;1;1;Lohamandi,Agra;27.18;78.02;110.0
Dealer;1;1;1;BHK;46.053.190.589.999.900;0;0;Kalyan (West),Maharashtra;19.245.347;73.124.577;54.2
Builder;0;0;2;BHK;1.053.333.333;1;0;Mukundapur,Kolkata;22.491.564.999.999.900;88.402.473;47.4
