Delay_from_due_date;Num_of_Delayed_Payment;Num_Credit_Inquiries;Credit_History_Age;Age;Annual_Income;Num_Bank_Accounts;Num_Credit_Card;Interest_Rate;Num_of_Loan;Changed_Credit_Limit;Outstanding_Debt;Credit_Score
8.0;10.0;2.0;339.0;39.0;29220.83;2.0;2.0;12.0;4.0;0.6;1051.51;Standard
8.0;7.0;2.0;340.0;39.0;29220.83;2.0;2.0;12.0;4.0;0.6;1051.51;Good
12.0;7.0;7.0;341.0;39.0;29220.83;2.0;2.0;12.0;4.0;0.6;1051.51;Good
8.0;7.0;7.0;342.0;39.0;29220.83;2.0;2.0;12.0;4.0;0.6;1051.51;Good
16.0;17.0;7.0;68.0;34.0;16173.51;8.0;6.0;17.0;2.0;17.59;751.55;Standard
16.0;18.0;7.0;68.0;34.0;16173.51;8.0;6.0;17.0;2.0;17.59;751.55;Standard
13.0;18.0;7.0;70.0;34.0;16173.51;8.0;6.0;17.0;2.0;17.59;751.55;Standard
16.0;18.0;7.0;71.0;34.0;16173.51;8.0;6.0;17.0;2.0;17.59;751.55;Standard
16.0;18.0;10.0;71.0;34.0;16173.51;8.0;6.0;17.0;2.0;17.59;751.55;Standard
16.0;17.0;10.0;73.0;34.0;16173.51;8.0;6.0;17.0;2.0;17.59;751.55;Standard
21.0;18.0;10.0;73.0;34.0;16173.51;8.0;6.0;17.0;2.0;17.59;751.55;Standard
18.0;18.0;10.0;75.0;34.0;16173.51;8.0;6.0;17.0;2.0;17.59;751.55;Standard
4.0;7.0;0.0;296.0;53.0;19740445,00;1.0;5.0;1.0;1.0;3.6;23.2;Good
4.0;7.0;0.0;297.0;53.0;19740445,00;1.0;5.0;1.0;1.0;3.6;23.2;Good
4.0;7.0;0.0;298.0;53.0;19740445,00;1.0;5.0;1.0;1.0;3.6;23.2;Good
4.0;7.0;0.0;299.0;53.0;19740445,00;1.0;5.0;1.0;1.0;3.6;23.2;Good
6.0;7.0;0.0;300.0;53.0;19740445,00;1.0;5.0;1.0;1.0;3.6;23.2;Good
4.0;5.0;0.0;301.0;53.0;19740445,00;1.0;5.0;1.0;1.0;3.6;23.2;Good
4.0;7.0;0.0;302.0;53.0;19740445,00;1.0;5.0;1.0;1.0;3.6;23.2;Good
4.0;8.0;0.0;303.0;53.0;19740445,00;1.0;5.0;1.0;1.0;3.6;23.2;Good
21.0;19.0;12.0;74.0;45.0;54622.5;8.0;9.0;23.0;7.0;21.92;3445.84;Standard
19.0;19.0;12.0;75.0;45.0;54622.5;8.0;9.0;23.0;7.0;21.92;3445.84;Standard
19.0;19.0;12.0;76.0;45.0;54622.5;8.0;9.0;23.0;7.0;21.92;3445.84;Standard
19.0;19.0;17.0;77.0;45.0;54622.5;8.0;9.0;23.0;7.0;21.92;3445.84;Standard
20.0;16.0;17.0;78.0;45.0;54622.5;8.0;9.0;23.0;7.0;21.92;3445.84;Standard
23.0;19.0;17.0;79.0;45.0;54622.5;8.0;9.0;23.0;7.0;21.92;3445.84;Standard
19.0;16.0;17.0;80.0;45.0;54622.5;8.0;9.0;23.0;7.0;21.92;3445.84;Standard
19.0;19.0;17.0;81.0;45.0;54622.5;8.0;9.0;23.0;7.0;21.92;3445.84;Standard
26.0;14.0;2.0;351.0;26.0;30377.05;6.0;5.0;10.0;1.0;7.34;1435.2;Standard
26.0;14.0;2.0;351.0;26.0;30377.05;6.0;5.0;10.0;1.0;7.34;1435.2;Standard
26.0;15.0;2.0;353.0;26.0;30377.05;6.0;5.0;10.0;1.0;7.34;1435.2;Standard
26.0;15.0;2.0;354.0;26.0;30377.05;6.0;5.0;10.0;1.0;7.34;1435.2;Standard
26.0;13.0;2.0;355.0;26.0;30377.05;6.0;5.0;10.0;1.0;7.34;1435.2;Standard
26.0;15.0;2.0;356.0;26.0;30377.05;6.0;5.0;10.0;1.0;7.34;1435.2;Standard
26.0;17.0;2.0;357.0;26.0;30377.05;6.0;5.0;10.0;1.0;7.34;1435.2;Standard
26.0;15.0;5.0;358.0;26.0;30377.05;6.0;5.0;10.0;1.0;7.34;1435.2;Standard
11.0;15.0;3.0;232.0;52.0;29060.32;8.0;5.0;9.0;4.0;8.2;865.12;Standard
7.0;14.0;3.0;233.0;52.0;29060.32;8.0;5.0;9.0;4.0;8.2;865.12;Standard
11.0;16.0;3.0;234.0;52.0;29060.32;8.0;5.0;9.0;4.0;8.2;865.12;Standard
11.0;13.0;3.0;235.0;52.0;29060.32;8.0;5.0;9.0;4.0;8.2;865.12;Standard
11.0;15.0;3.0;236.0;52.0;29060.32;8.0;5.0;9.0;4.0;8.2;865.12;Standard
6.0;15.0;3.0;237.0;52.0;29060.32;8.0;5.0;9.0;4.0;8.2;865.12;Standard
11.0;15.0;3.0;238.0;52.0;29060.32;8.0;5.0;9.0;4.0;8.2;865.12;Standard
11.0;15.0;3.0;239.0;52.0;29060.32;8.0;5.0;9.0;4.0;8.2;865.12;Standard
59.0;10.0;11.0;181.0;34.0;83989.44;7.0;7.0;19.0;7.0;10.55;1926.7;Poor
57.0;12.0;11.0;182.0;34.0;83989.44;7.0;7.0;19.0;7.0;10.55;1926.7;Poor
59.0;13.0;11.0;183.0;34.0;83989.44;7.0;7.0;19.0;7.0;10.55;1926.7;Poor
59.0;10.0;11.0;184.0;34.0;83989.44;7.0;7.0;19.0;7.0;10.55;1926.7;Poor
59.0;13.0;11.0;185.0;34.0;83989.44;7.0;7.0;19.0;7.0;10.55;1926.7;Poor
55.0;8.0;11.0;186.0;34.0;83989.44;7.0;7.0;19.0;7.0;10.55;1926.7;Standard
59.0;10.0;11.0;187.0;34.0;83989.44;7.0;7.0;19.0;7.0;10.55;1926.7;Standard
59.0;10.0;11.0;188.0;34.0;83989.44;7.0;7.0;19.0;7.0;10.55;1926.7;Standard
48.0;10.0;8.0;182.0;38.0;16756.18;9.0;6.0;22.0;2.0;10.66;1941.73;Poor
48.0;12.0;8.0;183.0;38.0;16756.18;9.0;6.0;22.0;2.0;10.66;1941.73;Poor
48.0;12.0;8.0;184.0;38.0;16756.18;9.0;6.0;22.0;2.0;10.66;1941.73;Poor
48.0;13.0;8.0;185.0;38.0;16756.18;9.0;6.0;22.0;2.0;10.66;1941.73;Poor
48.0;13.0;8.0;186.0;38.0;16756.18;9.0;6.0;22.0;2.0;10.66;1941.73;Poor
48.0;12.0;8.0;187.0;38.0;16756.18;9.0;6.0;22.0;2.0;10.66;1941.73;Poor
48.0;11.0;8.0;188.0;38.0;16756.18;9.0;6.0;22.0;2.0;10.66;1941.73;Poor
48.0;12.0;8.0;189.0;38.0;16756.18;9.0;6.0;22.0;2.0;10.66;1941.73;Poor
44.0;24.0;12.0;75.0;21.0;33337.84;9.0;9.0;24.0;7.0;29.64;3652.25;Poor
44.0;24.0;12.0;76.0;21.0;33337.84;9.0;9.0;24.0;7.0;29.64;3652.25;Poor
44.0;24.0;13.0;77.0;21.0;33337.84;9.0;9.0;24.0;7.0;29.64;3652.25;Poor
44.0;24.0;13.0;78.0;21.0;33337.84;9.0;9.0;24.0;7.0;29.64;3652.25;Poor
47.0;22.0;13.0;78.0;21.0;33337.84;9.0;9.0;24.0;7.0;29.64;3652.25;Poor
44.0;24.0;13.0;80.0;21.0;33337.84;9.0;9.0;24.0;7.0;29.64;3652.25;Poor
47.0;24.0;13.0;81.0;21.0;33337.84;9.0;9.0;24.0;7.0;29.64;3652.25;Poor
41.0;24.0;13.0;82.0;21.0;33337.84;9.0;9.0;24.0;7.0;29.64;3652.25;Poor
37.0;24.0;11.0;76.0;42.0;80264.88;6.0;5.0;31.0;4.0;8.31;1522.85;Poor
37.0;24.0;13.0;77.0;42.0;80264.88;6.0;5.0;31.0;4.0;8.31;1522.85;Poor
37.0;24.0;13.0;78.0;42.0;80264.88;6.0;5.0;31.0;4.0;8.31;1522.85;Poor
37.0;23.0;13.0;79.0;42.0;80264.88;6.0;5.0;31.0;4.0;8.31;1522.85;Standard
37.0;24.0;13.0;80.0;42.0;80264.88;6.0;5.0;31.0;4.0;8.31;1522.85;Standard
42.0;27.0;13.0;81.0;42.0;80264.88;6.0;5.0;31.0;4.0;8.31;1522.85;Standard
37.0;24.0;13.0;82.0;42.0;80264.88;6.0;5.0;31.0;4.0;8.31;1522.85;Standard
37.0;24.0;13.0;83.0;42.0;80264.88;6.0;5.0;31.0;4.0;8.31;1522.85;Standard
10.0;9.0;2.0;341.0;32.0;97338.21;8.0;6.0;16.0;4.0;11.68;1052.21;Standard
10.0;9.0;2.0;342.0;32.0;97338.21;8.0;6.0;16.0;4.0;11.68;1052.21;Standard
10.0;9.0;2.0;343.0;32.0;97338.21;8.0;6.0;16.0;4.0;11.68;1052.21;Standard
10.0;9.0;2.0;344.0;32.0;97338.21;8.0;6.0;16.0;4.0;11.68;1052.21;Standard
10.0;9.0;2.0;345.0;32.0;97338.21;8.0;6.0;16.0;4.0;11.68;1052.21;Standard
8.0;9.0;2.0;346.0;32.0;97338.21;8.0;6.0;16.0;4.0;11.68;1052.21;Standard
10.0;9.0;2.0;347.0;32.0;97338.21;8.0;6.0;16.0;4.0;11.68;1052.21;Standard
10.0;12.0;2.0;348.0;32.0;97338.21;8.0;6.0;16.0;4.0;11.68;1052.21;Standard
22.0;13.0;4.0;226.0;33.0;40591.74;5.0;5.0;16.0;4.0;12.36;278.43;Standard
22.0;13.0;4.0;227.0;33.0;40591.74;5.0;5.0;16.0;4.0;12.36;278.43;Standard
22.0;16.0;4.0;228.0;33.0;40591.74;5.0;5.0;16.0;4.0;12.36;278.43;Standard
22.0;16.0;4.0;229.0;33.0;40591.74;5.0;5.0;16.0;4.0;12.36;278.43;Standard
22.0;13.0;4.0;230.0;33.0;40591.74;5.0;5.0;16.0;4.0;12.36;278.43;Standard
22.0;12.0;4.0;231.0;33.0;40591.74;5.0;5.0;16.0;4.0;12.36;278.43;Standard
22.0;13.0;4.0;232.0;33.0;40591.74;5.0;5.0;16.0;4.0;12.36;278.43;Standard
22.0;10.0;4.0;233.0;33.0;40591.74;5.0;5.0;16.0;4.0;12.36;278.43;Standard
17.0;17.0;4.0;191.0;21.0;69506.16;8.0;6.0;17.0;1.0;16.76;460.46;Standard
17.0;15.0;4.0;192.0;21.0;69506.16;8.0;6.0;17.0;1.0;16.76;460.46;Standard
19.0;17.0;4.0;193.0;21.0;69506.16;8.0;6.0;17.0;1.0;16.76;460.46;Standard
15.0;17.0;4.0;194.0;21.0;69506.16;8.0;6.0;17.0;1.0;16.76;460.46;Standard
10.0;17.0;4.0;195.0;21.0;69506.16;8.0;6.0;17.0;1.0;16.76;460.46;Good
15.0;20.0;4.0;196.0;21.0;69506.16;8.0;6.0;17.0;1.0;16.76;460.46;Standard
15.0;17.0;4.0;197.0;21.0;69506.16;8.0;6.0;17.0;1.0;16.76;460.46;Good
15.0;17.0;4.0;198.0;21.0;69506.16;8.0;6.0;17.0;1.0;16.76;460.46;Good
18.0;19.0;6.0;169.0;42.0;18623.23;7.0;6.0;16.0;6.0;5.37;1932.49;Poor
18.0;19.0;6.0;170.0;42.0;18623.23;7.0;6.0;16.0;6.0;5.37;1932.49;Poor
18.0;19.0;8.0;171.0;42.0;18623.23;7.0;6.0;16.0;6.0;5.37;1932.49;Standard
18.0;17.0;8.0;172.0;42.0;18623.23;7.0;6.0;16.0;6.0;5.37;1932.49;Poor
13.0;19.0;8.0;173.0;42.0;18623.23;7.0;6.0;16.0;6.0;5.37;1932.49;Poor
18.0;21.0;8.0;173.0;42.0;18623.23;7.0;6.0;16.0;6.0;5.37;1932.49;Poor
18.0;19.0;8.0;175.0;42.0;18623.23;7.0;6.0;16.0;6.0;5.37;1932.49;Poor
18.0;19.0;8.0;176.0;42.0;18623.23;7.0;6.0;16.0;6.0;5.37;1932.49;Poor
4.0;0.0;0.0;302.0;35.0;117946.44;4.0;5.0;1.0;3.0;9.51;573.65;Good
4.0;0.0;0.0;303.0;35.0;117946.44;4.0;5.0;1.0;3.0;9.51;573.65;Good
5.0;0.0;0.0;304.0;35.0;117946.44;4.0;5.0;1.0;3.0;9.51;573.65;Good
4.0;0.0;0.0;304.0;35.0;117946.44;4.0;5.0;1.0;3.0;9.51;573.65;Good
4.0;0.0;0.0;306.0;35.0;117946.44;4.0;5.0;1.0;3.0;9.51;573.65;Good
4.0;0.0;0.0;307.0;35.0;117946.44;4.0;5.0;1.0;3.0;9.51;573.65;Good
4.0;0.0;0.0;308.0;35.0;117946.44;4.0;5.0;1.0;3.0;9.51;573.65;Standard
4.0;0.0;0.0;309.0;35.0;117946.44;4.0;5.0;1.0;3.0;9.51;573.65;Standard
26.0;8.0;3.0;189.0;45.0;51548.56;8.0;5.0;8.0;4.0;6.98;382.14;Standard
30.0;8.0;3.0;190.0;45.0;51548.56;8.0;5.0;8.0;4.0;6.98;382.14;Standard
30.0;8.0;3.0;191.0;45.0;51548.56;8.0;5.0;8.0;4.0;6.98;382.14;Standard
35.0;8.0;7.0;192.0;45.0;51548.56;8.0;5.0;8.0;4.0;6.98;382.14;Standard
30.0;9.0;7.0;193.0;45.0;51548.56;8.0;5.0;8.0;4.0;6.98;382.14;Standard
30.0;8.0;7.0;194.0;45.0;51548.56;8.0;5.0;8.0;4.0;6.98;382.14;Standard
30.0;8.0;7.0;195.0;45.0;51548.56;8.0;5.0;8.0;4.0;6.98;382.14;Standard
30.0;8.0;7.0;196.0;45.0;51548.56;8.0;5.0;8.0;4.0;6.98;382.14;Standard
26.0;11.0;7.0;205.0;36.0;4918706999999990,00;6.0;6.0;25.0;6.0;12.04;1357.26;Poor
26.0;13.0;7.0;206.0;36.0;4918706999999990,00;6.0;6.0;25.0;6.0;12.04;1357.26;Standard
26.0;11.0;7.0;207.0;36.0;4918706999999990,00;6.0;6.0;25.0;6.0;12.04;1357.26;Poor
26.0;11.0;7.0;208.0;36.0;4918706999999990,00;6.0;6.0;25.0;6.0;12.04;1357.26;Poor
26.0;13.0;7.0;209.0;36.0;4918706999999990,00;6.0;6.0;25.0;6.0;12.04;1357.26;Poor
26.0;13.0;7.0;210.0;36.0;4918706999999990,00;6.0;6.0;25.0;6.0;12.04;1357.26;Standard
26.0;13.0;7.0;211.0;36.0;4918706999999990,00;6.0;6.0;25.0;6.0;12.04;1357.26;Standard
31.0;12.0;7.0;212.0;36.0;4918706999999990,00;6.0;6.0;25.0;6.0;12.04;1357.26;Standard
55.0;18.0;8.0;166.0;37.0;7330945,00;6.0;10.0;33.0;9.0;29.45;4401.57;Poor
55.0;18.0;8.0;167.0;37.0;7330945,00;6.0;10.0;33.0;9.0;29.45;4401.57;Poor
56.0;18.0;8.0;168.0;37.0;7330945,00;6.0;10.0;33.0;9.0;29.45;4401.57;Poor
55.0;18.0;8.0;169.0;37.0;7330945,00;6.0;10.0;33.0;9.0;29.45;4401.57;Standard
50.0;21.0;12.0;170.0;37.0;7330945,00;6.0;10.0;33.0;9.0;29.45;4401.57;Poor
51.0;21.0;12.0;171.0;37.0;7330945,00;6.0;10.0;33.0;9.0;29.45;4401.57;Poor
55.0;18.0;12.0;172.0;37.0;7330945,00;6.0;10.0;33.0;9.0;29.45;4401.57;Poor
55.0;16.0;12.0;172.0;37.0;7330945,00;6.0;10.0;33.0;9.0;29.45;4401.57;Standard
26.0;18.0;4.0;111.0;29.0;58194.33;5.0;7.0;20.0;5.0;12.11;1208.38;Standard
26.0;18.0;4.0;112.0;29.0;58194.33;5.0;7.0;20.0;5.0;12.11;1208.38;Standard
25.0;18.0;4.0;113.0;29.0;58194.33;5.0;7.0;20.0;5.0;12.11;1208.38;Standard
26.0;18.0;4.0;114.0;29.0;58194.33;5.0;7.0;20.0;5.0;12.11;1208.38;Standard
26.0;21.0;4.0;115.0;29.0;58194.33;5.0;7.0;20.0;5.0;12.11;1208.38;Standard
26.0;18.0;4.0;116.0;29.0;58194.33;5.0;7.0;20.0;5.0;12.11;1208.38;Standard
26.0;18.0;4.0;117.0;29.0;58194.33;5.0;7.0;20.0;5.0;12.11;1208.38;Standard
22.0;18.0;4.0;118.0;29.0;58194.33;5.0;7.0;20.0;5.0;12.11;1208.38;Standard
4.0;0.0;3.0;367.0;43.0;96882.93;5.0;6.0;6.0;1.0;11.61;355.41;Standard
4.0;1.0;3.0;368.0;43.0;96882.93;5.0;6.0;6.0;1.0;11.61;355.41;Standard
9.0;1.0;4.0;369.0;43.0;96882.93;5.0;6.0;6.0;1.0;11.61;355.41;Standard
4.0;2.0;4.0;370.0;43.0;96882.93;5.0;6.0;6.0;1.0;11.61;355.41;Standard
8.0;3.0;4.0;371.0;43.0;96882.93;5.0;6.0;6.0;1.0;11.61;355.41;Poor
4.0;1.0;4.0;372.0;43.0;96882.93;5.0;6.0;6.0;1.0;11.61;355.41;Poor
4.0;1.0;4.0;373.0;43.0;96882.93;5.0;6.0;6.0;1.0;11.61;355.41;Poor
4.0;1.0;4.0;373.0;43.0;96882.93;5.0;6.0;6.0;1.0;11.61;355.41;Poor
25.0;11.0;8.0;166.0;31.0;124683.72;5.0;6.0;8.0;7.0;19.27;318.37;Standard
25.0;8.0;8.0;167.0;31.0;124683.72;5.0;6.0;8.0;7.0;19.27;318.37;Standard
23.0;8.0;8.0;168.0;31.0;124683.72;5.0;6.0;8.0;7.0;19.27;318.37;Standard
20.0;8.0;8.0;169.0;31.0;124683.72;5.0;6.0;8.0;7.0;19.27;318.37;Good
30.0;8.0;12.0;170.0;31.0;124683.72;5.0;6.0;8.0;7.0;19.27;318.37;Good
25.0;9.0;12.0;171.0;31.0;124683.72;5.0;6.0;8.0;7.0;19.27;318.37;Good
25.0;9.0;12.0;172.0;31.0;124683.72;5.0;6.0;8.0;7.0;19.27;318.37;Standard
25.0;8.0;12.0;173.0;31.0;124683.72;5.0;6.0;8.0;7.0;19.27;318.37;Standard
14.0;1.0;1.0;295.0;18.0;125385.88;2.0;5.0;5.0;4.0;9.36;1268.57;Standard
17.0;1.0;1.0;296.0;18.0;125385.88;2.0;5.0;5.0;4.0;9.36;1268.57;Standard
14.0;2.0;1.0;297.0;18.0;125385.88;2.0;5.0;5.0;4.0;9.36;1268.57;Standard
12.0;2.0;1.0;298.0;18.0;125385.88;2.0;5.0;5.0;4.0;9.36;1268.57;Standard
14.0;5.0;1.0;299.0;18.0;125385.88;2.0;5.0;5.0;4.0;9.36;1268.57;Standard
17.0;2.0;5.0;300.0;18.0;125385.88;2.0;5.0;5.0;4.0;9.36;1268.57;Standard
14.0;4.0;5.0;301.0;18.0;125385.88;2.0;5.0;5.0;4.0;9.36;1268.57;Standard
15.0;4.0;5.0;302.0;18.0;125385.88;2.0;5.0;5.0;4.0;9.36;1268.57;Standard
0.0;2.0;4.0;369.0;42.0;90429.99;0.0;2.0;10.0;1.0;2.25;1127.26;Good
3.0;2.0;4.0;370.0;42.0;90429.99;0.0;2.0;10.0;1.0;2.25;1127.26;Good
2.0;5.0;4.0;371.0;42.0;90429.99;0.0;2.0;10.0;1.0;2.25;1127.26;Good
2.0;5.0;4.0;372.0;42.0;90429.99;0.0;2.0;10.0;1.0;2.25;1127.26;Good
0.0;2.0;4.0;373.0;42.0;90429.99;0.0;2.0;10.0;1.0;2.25;1127.26;Good
0.0;0.0;4.0;374.0;42.0;90429.99;0.0;2.0;10.0;1.0;2.25;1127.26;Good
0.0;2.0;4.0;375.0;42.0;90429.99;0.0;2.0;10.0;1.0;2.25;1127.26;Good
2.0;2.0;4.0;376.0;42.0;90429.99;0.0;2.0;10.0;1.0;2.25;1127.26;Good
5.0;20.0;8.0;211.0;23.0;16674.26;6.0;6.0;6.0;4.0;9.11;2187.49;Poor
8.0;20.0;8.0;212.0;23.0;16674.26;6.0;6.0;6.0;4.0;9.11;2187.49;Poor
8.0;23.0;13.0;213.0;23.0;16674.26;6.0;6.0;6.0;4.0;9.11;2187.49;Poor
8.0;20.0;13.0;214.0;23.0;16674.26;6.0;6.0;6.0;4.0;9.11;2187.49;Poor
6.0;20.0;13.0;215.0;23.0;16674.26;6.0;6.0;6.0;4.0;9.11;2187.49;Poor
11.0;21.0;13.0;216.0;23.0;16674.26;6.0;6.0;6.0;4.0;9.11;2187.49;Standard
8.0;19.0;13.0;217.0;23.0;16674.26;6.0;6.0;6.0;4.0;9.11;2187.49;Poor
8.0;20.0;13.0;218.0;23.0;16674.26;6.0;6.0;6.0;4.0;9.11;2187.49;Poor
22.0;7.0;0.0;220.0;42.0;178088.4;5.0;4.0;11.0;3.0;9.32;676.1;Poor
22.0;7.0;0.0;220.0;42.0;178088.4;5.0;4.0;11.0;3.0;9.32;676.1;Poor
26.0;12.0;0.0;221.0;42.0;178088.4;5.0;4.0;11.0;3.0;9.32;676.1;Poor
22.0;11.0;0.0;222.0;42.0;178088.4;5.0;4.0;11.0;3.0;9.32;676.1;Standard
23.0;9.0;0.0;223.0;42.0;178088.4;5.0;4.0;11.0;3.0;9.32;676.1;Standard
22.0;11.0;0.0;224.0;42.0;178088.4;5.0;4.0;11.0;3.0;9.32;676.1;Standard
24.0;9.0;0.0;225.0;42.0;178088.4;5.0;4.0;11.0;3.0;9.32;676.1;Standard
22.0;12.0;0.0;226.0;42.0;178088.4;5.0;4.0;11.0;3.0;9.32;676.1;Standard
15.0;6.0;2.0;283.0;20.0;133068.44;4.0;3.0;6.0;3.0;11.77;940.98;Good
10.0;8.0;2.0;284.0;20.0;133068.44;4.0;3.0;6.0;3.0;11.77;940.98;Good
15.0;8.0;2.0;285.0;20.0;133068.44;4.0;3.0;6.0;3.0;11.77;940.98;Good
15.0;8.0;2.0;286.0;20.0;133068.44;4.0;3.0;6.0;3.0;11.77;940.98;Standard
15.0;8.0;2.0;287.0;20.0;133068.44;4.0;3.0;6.0;3.0;11.77;940.98;Good
15.0;11.0;7.0;288.0;20.0;133068.44;4.0;3.0;6.0;3.0;11.77;940.98;Good
15.0;5.0;7.0;288.0;20.0;133068.44;4.0;3.0;6.0;3.0;11.77;940.98;Standard
15.0;10.0;7.0;290.0;20.0;133068.44;4.0;3.0;6.0;3.0;11.77;940.98;Standard
57.0;20.0;8.0;79.0;20.0;38847.8;7.0;7.0;25.0;7.0;19.87;3401.56;Standard
62.0;19.0;8.0;80.0;20.0;38847.8;7.0;7.0;25.0;7.0;19.87;3401.56;Standard
57.0;19.0;8.0;81.0;20.0;38847.8;7.0;7.0;25.0;7.0;19.87;3401.56;Standard
57.0;19.0;8.0;82.0;20.0;38847.8;7.0;7.0;25.0;7.0;19.87;3401.56;Standard
57.0;19.0;8.0;82.0;20.0;38847.8;7.0;7.0;25.0;7.0;19.87;3401.56;Standard
52.0;22.0;8.0;84.0;20.0;38847.8;7.0;7.0;25.0;7.0;19.87;3401.56;Standard
56.0;19.0;8.0;84.0;20.0;38847.8;7.0;7.0;25.0;7.0;19.87;3401.56;Standard
57.0;19.0;8.0;86.0;20.0;38847.8;7.0;7.0;25.0;7.0;19.87;3401.56;Standard
11.0;9.0;6.0;209.0;14.0;35626.75;4.0;7.0;13.0;3.0;8.09;1200.59;Standard
11.0;9.0;6.0;210.0;14.0;35626.75;4.0;7.0;13.0;3.0;8.09;1200.59;Standard
11.0;11.0;6.0;211.0;14.0;35626.75;4.0;7.0;13.0;3.0;8.09;1200.59;Standard
11.0;7.0;6.0;212.0;14.0;35626.75;4.0;7.0;13.0;3.0;8.09;1200.59;Standard
11.0;9.0;6.0;213.0;14.0;35626.75;4.0;7.0;13.0;3.0;8.09;1200.59;Standard
11.0;9.0;6.0;214.0;14.0;35626.75;4.0;7.0;13.0;3.0;8.09;1200.59;Standard
12.0;9.0;9.0;215.0;14.0;35626.75;4.0;7.0;13.0;3.0;8.09;1200.59;Good
11.0;9.0;9.0;216.0;14.0;35626.75;4.0;7.0;13.0;3.0;8.09;1200.59;Good
28.0;25.0;10.0;111.0;35.0;20302.59;6.0;5.0;17.0;6.0;27.94;4828.75;Poor
23.0;25.0;10.0;112.0;35.0;20302.59;6.0;5.0;17.0;6.0;27.94;4828.75;Standard
23.0;25.0;10.0;113.0;35.0;20302.59;6.0;5.0;17.0;6.0;27.94;4828.75;Poor
24.0;25.0;11.0;114.0;35.0;20302.59;6.0;5.0;17.0;6.0;27.94;4828.75;Poor
28.0;25.0;11.0;115.0;35.0;20302.59;6.0;5.0;17.0;6.0;27.94;4828.75;Standard
28.0;25.0;11.0;116.0;35.0;20302.59;6.0;5.0;17.0;6.0;27.94;4828.75;Poor
28.0;25.0;11.0;117.0;35.0;20302.59;6.0;5.0;17.0;6.0;27.94;4828.75;Poor
28.0;25.0;11.0;118.0;35.0;20302.59;6.0;5.0;17.0;6.0;27.94;4828.75;Poor
3.0;11.0;5.0;153.0;30.0;42541.92;6.0;5.0;7.0;5.0;12.31;240.24;Standard
8.0;11.0;5.0;154.0;30.0;42541.92;6.0;5.0;7.0;5.0;12.31;240.24;Standard
8.0;10.0;5.0;155.0;30.0;42541.92;6.0;5.0;7.0;5.0;12.31;240.24;Standard
6.0;11.0;5.0;156.0;30.0;42541.92;6.0;5.0;7.0;5.0;12.31;240.24;Standard
8.0;11.0;5.0;157.0;30.0;42541.92;6.0;5.0;7.0;5.0;12.31;240.24;Standard
8.0;11.0;5.0;158.0;30.0;42541.92;6.0;5.0;7.0;5.0;12.31;240.24;Standard
11.0;11.0;5.0;159.0;30.0;42541.92;6.0;5.0;7.0;5.0;12.31;240.24;Standard
8.0;11.0;5.0;160.0;30.0;42541.92;6.0;5.0;7.0;5.0;12.31;240.24;Standard
8.0;19.0;7.0;130.0;32.0;14924.12;8.0;7.0;16.0;2.0;10.8;22.71;Standard
10.0;20.0;7.0;131.0;32.0;14924.12;8.0;7.0;16.0;2.0;10.8;22.71;Standard
7.0;20.0;7.0;132.0;32.0;14924.12;8.0;7.0;16.0;2.0;10.8;22.71;Standard
7.0;20.0;7.0;133.0;32.0;14924.12;8.0;7.0;16.0;2.0;10.8;22.71;Standard
7.0;18.0;7.0;134.0;32.0;14924.12;8.0;7.0;16.0;2.0;10.8;22.71;Standard
2.0;20.0;7.0;135.0;32.0;14924.12;8.0;7.0;16.0;2.0;10.8;22.71;Standard
7.0;22.0;7.0;136.0;32.0;14924.12;8.0;7.0;16.0;2.0;10.8;22.71;Standard
7.0;17.0;7.0;137.0;32.0;14924.12;8.0;7.0;16.0;2.0;10.8;22.71;Standard
26.0;19.0;3.0;281.0;39.0;36791.9;6.0;7.0;20.0;3.0;1.6;145.6;Standard
26.0;19.0;3.0;282.0;39.0;36791.9;6.0;7.0;20.0;3.0;1.6;145.6;Standard
26.0;22.0;4.0;283.0;39.0;36791.9;6.0;7.0;20.0;3.0;1.6;145.6;Standard
26.0;19.0;4.0;284.0;39.0;36791.9;6.0;7.0;20.0;3.0;1.6;145.6;Standard
24.0;19.0;4.0;285.0;39.0;36791.9;6.0;7.0;20.0;3.0;1.6;145.6;Standard
26.0;21.0;4.0;286.0;39.0;36791.9;6.0;7.0;20.0;3.0;1.6;145.6;Standard
26.0;16.0;4.0;286.0;39.0;36791.9;6.0;7.0;20.0;3.0;1.6;145.6;Standard
26.0;19.0;4.0;288.0;39.0;36791.9;6.0;7.0;20.0;3.0;1.6;145.6;Standard
9.0;20.0;4.0;193.0;45.0;22517.1;3.0;5.0;6.0;0.0;8.32;729.74;Standard
7.0;20.0;4.0;194.0;45.0;22517.1;3.0;5.0;6.0;0.0;8.32;729.74;Standard
9.0;20.0;4.0;195.0;45.0;22517.1;3.0;5.0;6.0;0.0;8.32;729.74;Standard
5.0;20.0;4.0;196.0;45.0;22517.1;3.0;5.0;6.0;0.0;8.32;729.74;Standard
9.0;20.0;4.0;197.0;45.0;22517.1;3.0;5.0;6.0;0.0;8.32;729.74;Standard
9.0;22.0;4.0;198.0;45.0;22517.1;3.0;5.0;6.0;0.0;8.32;729.74;Standard
